Name,Address,Long,Lat,Num Beds 
Memorial University Medical Center,"4700 Waters Ave, Savannah, GA 31404",-81.08745979427688,32.03050465,535
Navicent Health Baldwin,"821 N Cobb St, Milledgeville, GA 31061",-83.24592310689115,33.0896823,113
Northeast Georgia Medical Center Barrow,"316 N Broad St, Winder, GA 30680",-83.70764047118459,34.00742665,56
Northeast Georgia Medical Center Braselton,"1400 River Pl, Braselton, GA 30517",,,0
Northeast Georgia Medical Center Gainesville,"743 Spring St NE, Gainesville, GA 30501",-83.81623159546541,34.3044194,884
Northridge Medical Center,"2965 Ivy Rd #101, Charlottesville, VA 22903",,,195
Northside Hospital Atlanta,"1000 Johnson Ferry Rd NE, Atlanta, GA 30342",,,536
Northside Hospital Cherokee,"450 Northside Cherokee Blvd, Canton, GA 30115",-84.46471166207907,34.22885345,114
Northside Hospital Duluth,"3620 Howell Ferry Rd NW, Duluth, GA 30096",-84.1671392161412,33.99973232987209,0
Northside Hospital Forsyth,"1200 Northside Forsyth Dr, Cumming, GA 30041",-84.14098574536418,34.177910100000005,299
Northside Hospital Gwinnett,"1000 Medical Center Blvd, Lawrenceville, GA 30046",-84.0169666555647,33.96318035,556
Perry Hospital,,,,39
Phoebe Putney Memorial Hospital,"417 W 3rd Ave, Albany, GA 31701",-84.15758867013469,31.59042535,449
Phoebe Putney Memorial Hospital North Campus,"2000 Palmyra Rd, Albany, GA 31701",-84.16962276240503,31.607014200000002,124
Phoebe Sumter Medical Center,"126 US-280, Americus, GA 31719",,,54
Piedmont Athens Regional Medical Center,"1199 Prince Ave, Athens, GA 30606",-83.39943444142736,33.960669249999995,357
Piedmont Atlanta Hospital,"1968 Peachtree Rd NW, Atlanta, GA 30309",,,512
Piedmont Columbus Regional - Midtown Campus,"710 Center St, Columbus, GA 31901",-84.98188513690815,32.48051245,334
Piedmont Columbus Regional - Northside,"100 Frist Ct, Columbus, GA 31909",-84.95122471993574,32.534974649999995,87
Piedmont Fayette Hospital,"1255 GA-54, Fayetteville, GA 30214",-84.5078021547979,33.45314975,290
Piedmont Henry Hospital,"1133 Eagle's Landing Parkway, Stockbridge, GA 30281",-84.22713718376326,33.5112611,341
Piedmont Mountainside Hospital,"1266 GA-515, Jasper, GA 30143",,,52
Piedmont Newnan Hospital,"745 Poplar Rd, Newnan, GA 30265",-84.75557048453581,33.357559800000004,150
Piedmont Newton Hospital,"5126 Hospital Dr NE, Covington, GA 30014",-83.84776156238493,33.601406350000005,94
Piedmont Rockdale Hospital,"1412 Milstead Ave NE, Conyers, GA 30012",-84.00170091366446,33.681120449999995,141
Piedmont Walton,,,,76
Redmond Regional Medical Center,"501 Redmond Rd, Rome, GA 30165",-85.19610929187783,34.27712244999999,228
Saint Francis Hospital,,,,325
Saint Joseph's Hospital,,,,243
Saint Mary's Sacred Heart Hospital,"367 Clear Creek Dr, Lavonia, GA 30553",,,56
SGMC Berrien Campus,"1221 E Mcpherson Ave, Nashville, GA 31639",-83.23870835162728,31.2026956,63
South Georgia Medical Center,"2501 N Patterson St, Valdosta, GA 31602",-83.2866268389582,30.8614322,288
Southeast Georgia Health System - Brunswick Campus,"2415 Parkwood Dr, Brunswick, GA 31520",-81.48482528644345,31.175760150000002,300
Southeast Georgia Health System - Camden Campus,"2000 Dan Proctor Dr, St Marys, GA 31558",-81.61461479792533,30.7809652,40
Southern Regional Medical Center,"11 Upper Riverdale Rd, Riverdale, GA 30274",-84.38941375,33.577753625,264
Southwell Medical,"260 M J Taylor Rd, Adel, GA 31620",-83.427137,31.083056,140
St. Mary's Hospital,,,,185
Stephens County Hospital,"163 Hospital Rd, Toccoa, GA 30577",,,74
Tanner Medical Center Carrollton,"705 Dixie St, Carrollton, GA 30117",-85.07421665002563,33.5697284,157
Tanner Medical Center Villa Rica,"601 Dallas Hwy, Villa Rica, GA 30180",-84.9164803348259,33.74539685,132
Taylor Regional Hospital,"1700 Old Lebanon Rd, Campbellsville, KY 42718",-85.33695272021647,37.36658575,157
Tift Regional Medical Center,"901 18th St, Tifton, GA 31794",-83.5016043,31.4701312,181
Turning Point Care Center,,,,59
Union General Hospital,"35 Hospital Rd, Blairsville, GA 30512",,,189
University Hospital,,,,574
University Hospital McDuffie,"2460 Washington Rd, Thomson, GA 30824",-82.5041773,33.4941433,25
University Hospital Summerville,"2260 Wrightsboro Rd, Augusta, GA 30904",-82.01761137895278,33.4663468,156
Upson Regional Medical Center,"801 W Gordon St, Thomaston, GA 30286",-84.3363940917011,32.88590945,105
Washington County Regional Medical Center,"610 Sparta Rd, Sandersville, GA 31082",-82.80443469527012,32.995576799999995,116
Wayne Memorial Hospital,,,,88
WellStar Atlanta Medical Center,"303 Parkway Dr NE, Atlanta, GA 30312",-84.37309675572769,33.762858449999996,528
WellStar Atlanta Medical Center - South Campus,"1170 Cleveland Ave, East Point, GA 30344",,,198
WellStar Cobb Hospital,"3950 Austell Rd SW, Austell, GA 30106",,,387
WellStar Douglas Hospital,"8954 Hospital Dr, Douglasville, GA 30134",-84.73181925810573,33.738904250000004,102
WellStar Kennestone Hospital,"677 Church St, Marietta, GA 30060",-84.54946025862921,33.96875655,662
WellStar North Fulton Regional Hospital,"3000 Hospital Blvd, Roswell, GA 30076",-84.3201691339044,34.063138050000006,202
WellStar Paulding Hospital,"2518 Jimmy Lee Smith Pkwy, Hiram, GA 30141",-84.78102344628695,33.900882249999995,294
WellStar Spalding Regional Hospital,"601 S 8th St, Griffin, GA 30224",-84.26723924985686,33.23896225,160
WellStar West Georgia Medical Center,"1514 Vernon Rd, LaGrange, GA 30240",-85.05866941443857,33.0323566,426
Winn Army Community Hospital,"1061 Harmon Ave, Fort Stewart, GA 31314",-81.60060483455979,31.8720935,0
Guam Memorial Hospital Authority,,,,201
Guam Regional Medical City,,,,105
U.S. Naval Hospital Guam,,,,0
Adventist Health Castle,"640 Ulukahiki St, Kailua, HI 96734",-157.75763453702945,21.38031915,160
Hilo Medical Center,"1190 Waianuenue Ave, Hilo, HI 96720",-155.112381508231,19.71850165,276
Kaiser Permanente Moanalua Medical Center & Clinic,"3288 Moanalua Rd, Honolulu, HI 96819",-157.8997794,21.3633504,295
Kona Community Hospital,"79-1019 Haukapila St, Kealakekua, HI 96750",-155.917583215214,19.51999465,94
Kuakini Medical Center,"347 N Kuakini St, Honolulu, HI 96817",-157.8561111,21.3213889,357
Maui Memorial Medical Center,"221 Mahalani St, Wailuku, HI 96793",,,219
North Hawaii Community Hospital,"67-1125 Hawaii Belt Rd, Waimea, HI 96743",,,33
Pali Momi Medical Center,"98-1079 Moanalua Rd, Aiea, HI 96701",-157.93853,21.383538,118
Straub Medical Center,"888 S King St, Honolulu, HI 96813",-157.85074321746922,21.30269355,159
The Queen's Medical Center,"1301 Punchbowl St, Honolulu, HI 96813",-157.8536760323674,21.30799045,650
The Queen's Medical Center West O'Ahu,"91-2141 Fort Weaver Rd, Ewa Beach, HI 96706",-158.0115005,21.3144743,0
Tripler Army Medical Center,"1 Jarrett White Rd, Medical Center, HI 96859",,,0
Wahiawa General Hospital,"128 Lehua St, Wahiawa, HI 96786",-158.02630805166376,21.4987797,150
Wilcox Memorial Hospital,"3-3420 Kuhio Hwy, Lihue, HI 96766",-159.3719774,21.9759952,72
"Genesis Medical Center, East Rusholme Street","1227 E Rusholme St, Davenport, IA 52803",-90.5567274979721,41.54273445,329
Broadlawns Medical Center,"1801 Hickman Rd, Des Moines, IA 50314",-93.64012686477571,41.6165472,117
Cedar Falls Medical Center,"515 College St, Cedar Falls, IA 50613",-92.45856423138815,42.533519549999994,50
CHI Health Mercy Council Bluffs,"800 Mercy Dr, Council Bluffs, IA 51503",-95.8386098,41.2683317,145
Fort Madison Community Hospital,"5445 Avenue O, Fort Madison, IA 52627",-91.3831937,40.6261193,50
"Genesis Medical Center, West Central Park","1401 W Central Park Ave, Davenport, IA 52804",-90.59371067229603,41.5429417,0
Great River Medical Center,"1221 S Gear Ave, West Burlington, IA 52655",,,307
Iowa City VA Health Care System,"601 US-6 W, Iowa City, IA 52246",,,0
Iowa Lutheran Hospital,"700 E University Ave, Des Moines, IA 50316",-93.6091064,41.6005448,189
Iowa Methodist Medical Center,"1200 Pleasant St, Des Moines, IA 50309",-93.63485195553082,41.5898162,484
Lakes Regional Hospital,"2323 US-71, Spirit Lake, IA 51360",-95.126237,43.422359,44
Mary Greeley Medical Center,"1111 Duff Ave, Ames, IA 50010",-93.6122776,42.0314169,195
Mercy Iowa City,"500 E Market St, Iowa City, IA 52245",-91.52791774916761,41.663561,218
Mercy Medical Center,,,,243
Mercy Medical Center - North Campus,"345 St Paul Pl, Baltimore, MD 21202",-76.61280493859464,39.2932695,107
MercyOne Des Moines,,,,583
MercyOne Dubuque Medical Center,"250 Mercy Dr, Dubuque, IA 52001",-90.67485089288377,42.4924767,179
MercyOne North Iowa,,,,235
MercyOne Siouxland Medical Center,"801 5th St, Sioux City, IA 51101",-96.40062854714563,42.49716375,197
MercyOne West Des Moines Medical Center,"1755 59th Pl, West Des Moines, IA 50266",-93.78978930589072,41.59717445,0
Methodist Jennie Edmundson Hospital,"933 E Pierce St, Council Bluffs, IA 51503",-95.83552771425974,41.26792945,110
Methodist West Hospital,"1660 60th St, West Des Moines, IA 50266",-93.7906235,41.576439,0
Ottumwa Regional Health Center,"1001 E Pennsylvania Ave, Ottumwa, IA 52501",,,120
Saint Anthony Regional Hospital,"311 S Clark St, Carroll, IA 51401",-94.86594781396043,42.0560502,142
Saint Luke's Hospital,,,,343
Skiff Medical Center,"204 N 4th Ave E, Newton, IA 50208",-93.0521149387755,41.702482,48
Spencer Hospital,"1200 1st Ave E, Spencer, IA 51301",-95.14345845923242,43.1492865,64
Trinity Regional Medical Center,"802 Kenyon Rd, Fort Dodge, IA 50501",-94.1924573791116,42.4917028,46
UnityPoint Health - Allen Hospital,"208 W Dale St, Waterloo, IA 50703",-92.34113672727273,42.525845,199
UnityPoint Health - Finley Hospital,"350 N Grandview Ave, Dubuque, IA 52001",-90.68600303373233,42.49638885,106
UnityPoint Health - Grinnell Regional Medical Center.,"210 4th Ave, Grinnell, IA 50112",-92.7344038661966,41.74253135,49
UnityPoint Health - Marshalltown,"3 S 4th Ave, Marshalltown, IA 50158",-92.90640179473819,42.0491665,41
UnityPoint Health - Trinity Muscatine,"1518 Mulberry Ave, Muscatine, IA 52761",-91.052533890625,41.43395546875,45
UnityPoint Health Keokuk,,,,49
UnityPoint Health St. Luke's Regional Medical Center,"2720 Stone Park Blvd, Sioux City, IA 51104",-96.40547726179773,42.5194986,169
UnityPoint Health Trinity - Bettendorf,"4500 Utica Ridge Rd, Bettendorf, IA 52722",-90.51968616096262,41.56543885,87
University of Iowa Hospitals & Clinics,"200 Hawkins Dr, Iowa City, IA 52242",-91.54927058997932,41.65868815,789
VA Central Iowa Health Care System,"3600 30th St, Des Moines, IA 50310",-93.6620734299284,41.62773395,0
Waterloo Medical Center,"3421 W 9th St, Waterloo, IA 50702",-92.34596390406011,42.4606665,187
Boise VA Medical Center,"500 W Fort St, Boise, ID 83702",-116.19059902592824,43.62084505,0
Eastern Idaho Regional Medical Center,"3100 Channing Way, Idaho Falls, ID 83404",-111.99214928362026,43.469880700000004,271
Idaho Falls Community Hospital,"2327 Coronado St, Idaho Falls, ID 83404",-111.98786129913589,43.47403445,0
Kootenai Health,,,,297
Madison Memorial Hospital,"450 E Main St, Rexburg, ID 83440",-111.77099717402368,43.826079449999995,67
Mountain View Hospital,,,,41
Northwest Specialty Hospital,"1593 E Polston Ave, Post Falls, ID 83854",-116.92510464978214,47.71682785,34
Portneuf Medical Center,"777 Hospital Way, Pocatello, ID 83201",-112.42095001137989,42.8725109,165
Saint Alphonsus Medical Center - Nampa,"4300 E Flamingo Ave, Nampa, ID 83687",-116.5171771,43.5974945,96
Saint Alphonsus Neighborhood Hospital - South Nampa,"1510 12th Ave Rd #100, Nampa, ID 83686",,,8
Saint Alphonsus Regional Medical Center,"1055 N Curtis Rd, Boise, ID 83706",-116.25819570202984,43.61360105,378
Saint Joseph Regional Medical Center,"703 Main St, Paterson, NJ 07503",-74.16572618558858,40.90360815,130
St. Luke's Boise Medical Center,"190 E Bannock St, Boise, ID 83712",-116.19290800990316,43.61252845,578
St. Luke's Magic Valley Medical Center,"801 Pole Line Rd W, Twin Falls, ID 83301",-114.49564114998265,42.59032415,214
St. Luke's Meridian Medical Center,"520 S Eagle Rd, Meridian, ID 83642",-116.35228246068773,43.59938255,0
St. Luke's Nampa Medical Center,"9850 W St Lukes Dr, Nampa, ID 83687",-116.59066844929197,43.6180512,70
Treasure Valley Hospital,"8800 Emerald St, Boise, ID 83704",-116.291448,43.611342,9
West Valley Medical Center,"1717 Arlington Ave, Caldwell, ID 83605",-116.69436267433957,43.65389265,112
Carle Richland Memorial Hospital,"800 E Locust St, Olney, IL 62450",-88.0774343194264,38.73672175,81
Northwestern Medicine Kishwaukee Hospital,"1 Kish Hospital Dr, DeKalb, IL 60115",,,98
375th Medical Group - Scott Air Force Base Medical Center,"310 W Losey St, Scott AFB, IL 62225",,,0
Advocate BroMenn Regional Medical Center,"1304 Franklin Ave, Normal, IL 61761",-88.99087835223162,40.4970297,221
Advocate Christ Medical Center,"4440 W 95th St, Oak Lawn, IL 60453",-87.732089,41.7235705,777
Advocate Condell Medical Center,"801 S Milwaukee Ave, Libertyville, IL 60048",-87.95779912787543,42.273795,273
Advocate Good Samaritan Hospital,"3815 Highland Ave, Downers Grove, IL 60515",-88.00833511262515,41.8200584,284
Advocate Good Shepherd Hospital,"450 IL-22, Barrington, IL 60010",-88.1361888,42.1539141,176
Advocate Illinois Masonic Medical Center,"836 W Wellington Ave, Chicago, IL 60657",-87.65126429085905,41.93675815,311
Advocate Lutheran General Hospital,"1775 Dempster Street, Park Ridge, IL 60068",,,629
Advocate Sherman Hospital,"1425 N Randall Rd, Elgin, IL 60123",-88.3311591326983,42.06992555,255
Advocate South Suburban Hospital,"17800 Kedzie Ave, Hazel Crest, IL 60429",-87.694445,41.566781,233
Advocate Trinity Hospital,"2320 E 93rd St, Chicago, IL 60617",-87.56696931921603,41.72643515,201
Alton Memorial Hospital,"1 Memorial Dr, Alton, IL 62002",-90.1600797488295,38.89992355,152
AMITA Health Adventist GlenOaks Hospital,"701 Winthrop Ave, Glendale Heights, IL 60139",-88.05713494713203,41.9149461,138
AMITA Health Adventist Medical Center Bolingbrook,"500 Remington Blvd, Bolingbrook, IL 60440",-88.08459364354908,41.68143085,134
AMITA Health Adventist Medical Center Hinsdale,"120 N Oak St, Hinsdale, IL 60521",-87.92130925685609,41.805683,261
AMITA Health Adventist Medical Center La Grange,"5101 Willow Springs Rd, La Grange, IL 60525",-87.888355,41.797224,176
AMITA Health Alexian Brothers Medical Center Elk Grove Village,"800 Biesterfield Rd, Elk Grove Village, IL 60007",-88.0160185526135,42.00500715,354
AMITA Health Mercy Medical Center Aurora,"1325 N Highland Ave, Aurora, IL 60506",-88.32472868114931,41.787037049999995,256
AMITA Health Resurrection Medical Center Chicago,"7435 W Talcott Ave, Chicago, IL 60631",-87.81462388174296,41.9884148,274
AMITA Health Saint Francis Hospital Evanston,"355 Ridge Ave, Evanston, IL 60202",-87.68338109068567,42.0247437,181
AMITA Health Saint Joseph Hospital Chicago,"2900 N Lake Shore Dr, Chicago, IL 60657",-87.6373470699741,41.934971899999994,313
AMITA Health Saint Joseph Hospital Elgin,"77 N Airlite St, Elgin, IL 60123",-88.32583817601395,42.0353849,184
AMITA Health Saint Joseph Medical Center Joliet,"333 North Madison St, Joliet, IL 60435",-88.13474171947284,41.527993139900765,424
AMITA Health Saints Mary and Elizabeth Medical Center Saint Elizabeth Campus,,,,219
AMITA Health Saints Mary and Elizabeth Medical Center Saint Mary Campus,,,,429
AMITA Health St. Alexius Medical Center Hoffman Estates,"1555 Barrington Rd, Hoffman Estates, IL 60169",,,318
AMITA Health St. Marys Hospital Kankakee,"500 W Court St, Kankakee, IL 60901",-87.87180942100551,41.12100695,169
Anderson Hospital,,,,154
Blessing Hospital,"1005 Broadway St, Quincy, IL 62301",-91.39979405102041,39.935519285714285,327
Cancer Treatment Centers of America Chicago,"160 E Illinois St, Chicago, IL 60611",-87.62301437857143,41.8911972,73
Captain James A. Lovell Federal Health Care Center,"3001 Green Bay Rd, North Chicago, IL 60064",-87.85676951533182,42.30541355,0
Carle Foundation Hospital,"611 W Park St, Urbana, IL 61801",-88.21607549584442,40.11716415,411
CGH Medical Center,"100 E Le Fevre Rd, Sterling, IL 61081",-89.696631404395,41.803874199999996,96
Community First Medical Center,"5645 W Addison St, Chicago, IL 60634",-87.76796015049862,41.94542825,279
Crossroads Community Hospital,"8 Doctors Park Rd, Mt Vernon, IL 62864",-88.93619120847907,38.311589850000004,47
Decatur Memorial Hospital,"2300 N Edward St, Decatur, IL 62526",-88.96155668935181,39.86781585,222
"Edward Hines, Jr. VA Hospital","5000 5th Ave, Hines, IL 60141",-87.8370827,41.8579494,0
Edward Hospital,"801 S Washington St, Naperville, IL 60540",-88.15263921467218,41.7600377,298
Elmhurst Hospital,,,,282
Evanston Hospital,"Evanston, Illinois, United States",-87.6930459,42.0447388,751
FHN Memorial Hospital,"1045 W Stephenson St, Freeport, IL 61032",-89.6392162584055,42.295035799999994,100
Franciscan Health Olympia Fields Campus,,,,206
Galesburg Cottage Hospital,"695 N Kellogg St, Galesburg, IL 61401",-90.36539289380613,40.9562967,112
Gateway Regional Medical Center,"2100 Madison Ave, Granite City, IL 62040",-90.14345191532023,38.700435999999996,305
Genesis Medical Center Silvis,"801 Illini Dr, Silvis, IL 61282",-90.41847346633983,41.49438705,265
Glenbrook Hospital,"2100 Pfingsten Rd, Glenview, IL 60026",-87.85407304404771,42.09247545,0
Graham Hospital,,,,81
Harrisburg Medical Center,"100 Dr Warren Tuttle Dr, Harrisburg, IL 62946",,,70
Heartland Regional Medical Center,"3333 W Deyoung St, Marion, IL 62959",-88.99093051107509,37.7430057,94
Herrin Hospital,"201 S 14th St, Herrin, IL 62948",-89.02645003547343,37.800689250000005,114
Highland Park Hospital,"777 Park Ave W, Highland Park, IL 60035",-87.8076598578328,42.190440949999996,0
Holy Cross Hospital,"1500 Forest Glen Rd, Silver Spring, MD 20910",-77.027786,39.018295,221
HSHS Good Shepherd Hospital,"201 S Pine St, Shelbyville, IL 62565",-88.808323,39.405061,30
HSHS Holy Family Hospital,"200 Healthcare Dr, Greenville, IL 62246",,,42
HSHS Saint Anthony's Memorial Hospital,"503 N Maple St, Effingham, IL 62401",-88.55037577177933,39.1248751,133
HSHS Saint Elizabeth's Hospital,"1100 Alabama Ave SE, Washington, DC 20032",-76.98691760354788,38.848307500000004,144
HSHS Saint John's Hospital,"800 E Carpenter St, Springfield, IL 62769",-89.64490006253314,39.8054159,369
HSHS Saint Joseph's Hospital Breese,"9515 Holy Cross Ln, Breese, IL 62230",-89.5211881,38.6250516,46
HSHS Saint Mary's Hospital,,,,207
Illinois Valley Community Hospital,"925 West St, Peru, IL 61354",-89.1250079,41.329003,49
Iroquois Memorial Hospital,"200 E Fairman Ave, Watseka, IL 60970",-87.73182547827145,40.7667394,60
Jackson Park Hospital,"7531 S Stony Island Ave, Chicago, IL 60649",-87.58422801819168,41.75678605,201
Javon Bea Hospital Rockton,"2400 N Rockton Ave, Rockford, IL 61103",-89.09870720374843,42.29832375,292
Javon Bea Hospital-Riverside,"8201 E Riverside Blvd, Rockford, IL 61114",-88.96024974396369,42.31611875,0
Jersey Community Hospital,"400 Maple Summit Rd, Jerseyville, IL 62052",-90.34313038532736,39.11039025,46
Jesse Brown VA Medical Center,"820 S Damen Ave, Chicago, IL 60612",-87.6778583,41.8697527,0
"John H. Stroger, Jr. Hospital of Cook County","1969 Ogden Ave, Chicago, IL 60612",,,448
Katherine Shaw Bethea Hospital,"403 E 1st St, Dixon, IL 61021",-89.47971125784645,41.84449635,80
Lake Behavioral Hospital,"2615 Washington St, Waukegan, IL 60085",-87.86704206890712,42.35820595,46
Loretto Hospital,"645 S Central Ave, Chicago, IL 60644",-87.76244753407695,41.87236705,122
Loyola Gottlieb Memorial Hospital,"701 W North Ave, Melrose Park, IL 60160",,,191
Loyola University Medical Center,"2160 S 1st Ave, Maywood, IL 60153",-87.83524274972845,41.85901495,515
MacNeal Hospital,"3249 S Oak Park Ave, Berwyn, IL 60402",-87.7926802,41.8321563,318
Marion VA Medical Center,"2401 W Main St, Marion, IL 62959",-88.95567421428571,37.7299024065934,0
McDonough District Hospital,"525 E Grant St, Macomb, IL 61455",-90.66463939351338,40.44562105,57
Memorial Hospital Belleville,"4500 Memorial Dr, Belleville, IL 62226",-90.0214708,38.5490423,294
Memorial Hospital East,"1404 Cross St, Shiloh, IL 62269",-89.90532448442812,38.57320355,94
Memorial Hospital of Carbondale,"405 W Jackson St, Carbondale, IL 62901",-89.218724,37.7280534,167
Memorial Medical Center,"701 N 1st St, Springfield, IL 62781",,,466
Mercy Hospital & Medical Center,,,,258
Methodist Hospital of Chicago,"5025 N Paulina St, Chicago, IL 60640",-87.67107256565596,41.972830099999996,145
Morris Hospital,"150 W High St, Morris, IL 60450",-88.42701516259947,41.3699631,89
Mount Sinai Hospital,"1468 Madison Ave, New York, NY 10029",-73.9520975,40.7903112,264
Northwest Community Hospital,"800 W Central Rd, Arlington Heights, IL 60005",-87.99289102900977,42.068878749999996,481
Northwestern Medicine Central DuPage Hospital,"25 N Winfield Rd, Winfield, IL 60190",-88.15574220128873,41.8735075,395
Northwestern Medicine Delnor Hospital,"300 Randall Rd, Geneva, IL 60134",-88.34395886700013,41.8859164,144
Northwestern Medicine Huntley Hospital,"10400 Haligus Rd, Huntley, IL 60142",-88.40069030624278,42.1781895,0
Northwestern Medicine Lake Forest Hospital,"1000 N Westmoreland Rd, Lake Forest, IL 60045",-87.86438086629771,42.257890113324294,114
Northwestern Medicine McHenry Hospital,"4201 W Medical Center Dr, McHenry, IL 60050",-88.27556616375779,42.318290817171565,286
Northwestern Medicine Prentice Women's Hospital,"250 E Superior St, Chicago, IL 60611",-87.6209688079669,41.896299600000006,0
Northwestern Medicine Woodstock Hospital,"3701 Doty Rd, Woodstock, IL 60098",-88.40139587873678,42.276080199999996,32
Northwestern Memorial Hospital,"251 E Huron St, Chicago, IL 60611",-87.6215362422612,41.894981349999995,912
Norwegian American Hospital,"1044 N Francisco Ave, Chicago, IL 60622",-87.7003333,41.9003101,185
OSF Children's Hospital of Illinois,"530 NE Glen Oak Ave, Peoria, IL 61637",-89.58998457331252,40.7023663,0
OSF Heart of Mary Medical Center,"1400 W Park St, Urbana, IL 61801",-88.22707006874484,40.11819445,194
OSF Little Company of Mary Medical Center,"2800 95th St, Evergreen Park, IL 60805",,,244
OSF Sacred Heart Medical Center,"812 N Logan Ave, Danville, IL 61832",-87.64621226124457,40.13750215,157
OSF Saint Anthony Medical Center,"5666 E State St, Rockford, IL 61107",-89.00633047933252,42.26604002154777,248
OSF Saint Anthony's Health Center,"1 St Anthonys Way, Alton, IL 62002",-90.17321083939663,38.908275849999995,78
OSF Saint Elizabeth Medical Center,"1100 E Norris Dr, Ottawa, IL 61350",-88.82403906412054,41.3569916,97
OSF Saint Francis Medical Center,,,,655
OSF Saint James-John W. Albrecht Medical Center,"2500 W Reynolds St, Pontiac, IL 61764",-88.6440479,40.8736866,42
OSF Saint Joseph Medical Center,"2200 E Washington St, Bloomington, IL 61701",-88.95546152109512,40.48249705,149
OSF Saint Mary Medical Center,"3333 N Seminary St, Galesburg, IL 61401",-90.36114865813516,40.98716815,81
Palos Hospital,"12251 S 80th Ave, Palos Heights, IL 60463",-87.81311192623662,41.6689975,413
Passavant Area Hospital,"1600 W Walnut St, Jacksonville, IL 62650",-90.25969018687577,39.747153850000004,118
Provident Hospital of Cook County,"500 E 51st St, Chicago, IL 60615",-87.61429214334859,41.8034476,25
Riverside Medical Center,,,,335
Roseland Community Hospital,"45 W 111th St, Chicago, IL 60628",-87.62494155027585,41.692759249999995,134
Rush Oak Park Hospital,,,,201
Rush University Medical Center,"1620 W Harrison St, Chicago, IL 60612",-87.6868422,41.8738853,697
Rush-Copley Medical Center,"2000 Ogden Ave, Aurora, IL 60504",-88.2714131181931,41.728801,210
Saint Anthony Hospital,,,,151
Saint Bernard Hospital and Health Care Center,"326 W 64th St, Chicago, IL 60621",-87.6330563253586,41.778591399999996,190
Saint Margaret's Hospital,"815 Freeport Rd, Pittsburgh, PA 15215",-79.8906874,40.4866437,44
Sarah Bush Lincoln Health Center,"1000 Health Center Dr, Mattoon, IL 61938",,,102
Silver Cross Hospital,"1900 Silver Cross Blvd, New Lenox, IL 60451",-87.98361069229117,41.5437739,302
Skokie Hospital,"9600 Gross Point Rd, Skokie, IL 60076",-87.74037744833893,42.0563106,156
South Shore Hospital,"55 Fogg Rd, South Weymouth, MA 02190",-70.95391432574807,42.17553705,137
SSM Health Good Samaritan Hospital - Mount Vernon,"1 Good Samaritan Way, Mt Vernon, IL 62864",,,134
SSM Health Saint Mary's Hospital-Centralia,"400 N Pleasant Ave, Centralia, IL 62801",-89.11797895089154,38.53042285,106
Swedish Hospital,,,,306
SwedishAmerican Hospital,"1401 E State St, Rockford, IL 61104",-89.07431508707822,42.265438,313
The University of Chicago Medical Center,"5841 S Maryland Ave, Chicago, IL 60637",-87.6045824,41.7883423,682
Thorek Memorial Hospital,"850 Irving Park Rd, Chicago, IL 60613",-87.8992822,41.9510737,156
Touchette Regional Hospital,"5900 Bond Ave, Centreville, IL 62207",-90.10842912165728,38.5700241,122
UChcago Medicine Ingalls Memorial Hospital,"1 Ingalls Dr, Harvey, IL 60426",-87.65924575160255,41.607189250000005,326
UChicago Medicine Center for Care and Discovery - Hyde Park,"5700 S Maryland Ave, Chicago, IL 60637",-87.6043965,41.7912054,0
UChicago Medicine Mitchell Hospital - Hyde Park,"5841 S Maryland Ave, Chicago, IL 60637",-87.6045824,41.7883423,0
UnityPoint Health - Methodist,"221 NE Glen Oak Ave, Peoria, IL 61636",-89.59544998416077,40.699796500000005,280
UnityPoint Health - Pekin,"600 S 13th St, Pekin, IL 61554",-89.63265748377037,40.5624264,107
UnityPoint Health - Proctor,,,,170
UnityPoint Health Trinity - Moline,"500 John Deere Rd, Moline, IL 61265",-90.53195931530038,41.468478700000006,0
UnityPoint Health Trinity - Rock Island,"2701 17th St, Rock Island, IL 61201",-90.57003558093277,41.48317135,348
University of Illinois Medical Center,"1740 W Taylor St, Chicago, IL 60612",-87.67051716128074,41.86969555,484
VA Illiana Health Care System,"1900 E Main St, Danville, IL 61832",-87.58672728712524,40.1225916,0
Vista Medical Center East,"1324 N Sheridan Rd, Waukegan, IL 60085",-87.8323622177945,42.3781565,190
Weiss Memorial Hospital,"4646 N Marine Dr, Chicago, IL 60640",-87.64955593708869,41.96692645,144
West Suburban Medical Center,"3 Erie St, Oak Park, IL 60302",-87.8027369,41.8918622,174
Ascension Saint Vincent Carmel,"13500 N Meridian St, Carmel, IN 46032",-86.14595489083862,39.9821348,153
Ascension Saint Vincent Evansville,"3700 Washington Ave, Evansville, IN 47714",-87.50416259718992,37.9657196,438
Ascension Saint Vincent Indianapolis Hospital,"2001 W 86th St, Indianapolis, IN 46260",-86.19743985963055,39.90614815,825
Ascension St. Vincent Carmel,"13500 N Meridian St, Carmel, IN 46032",-86.14595489083862,39.9821348,107
Ascension St. Vincent Kokomo,"1907 W Sycamore St, Kokomo, IN 46901",-86.15709049576701,40.485335000000006,129
Baptist Health Floyd,"1850 State St, New Albany, IN 47150",-85.83365108563402,38.3012356,225
Bluffton Regional Medical Center,"303 S Main St, Bluffton, IN 46714",-85.17083680105787,40.7374197,75
Clark Memorial Hospital,"1220 Missouri Ave, Jeffersonville, IN 47130",-85.74935233823837,38.281978,168
Columbus Regional Hospital,,,,229
